Country,Year,continent,happiness_score,gdp_per_capita,family,health,freedom,generosity,government_trust,cpi_score
Lithuania,2020,EU,6.215499878,1.193559647,0,0.795421183,0.42046079,0.053691041,0.081350274,60
Slovenia,2020,EU,6.363399982,1.208652496,0,0.932548046,0.646700144,0.145701498,0.076516323,60
Costa Rica,2020,SA,7.121399879,0.981107712,0,0.939635336,0.645017743,0.131266311,0.096362092,57
Cyprus,2020,AS,6.15899992,1.21279943,0,1.026124597,0.459385872,0.227932334,0.051207144,57
Latvia,2020,EU,5.949999809,1.14139545,0,0.777902424,0.329198807,0.075407945,0.090391524,57
Georgia,2020,AS,4.672599792,0.847198069,0,0.694657624,0.485494107,0.047609735,0.174088076,56
Poland,2020,EU,6.186299801,1.16922915,0,0.868038476,0.557903528,0.063374244,0.160541251,56
Rwanda,2020,AF,3.312299967,0.343242675,0,0.572383285,0.604087889,0.235704988,0.485542476,54
Italy,2020,EU,6.38740015,1.236396074,0,1.022504926,0.321305573,0.170266211,0.040145598,53
Malta,2020,EU,6.772799969,1.252513289,0,0.972042024,0.633239031,0.341180831,0.178864077,53
Mauritius,2020,AF,6.101299763,1.07366395,0,0.763389409,0.590838134,0.186894551,0.084088229,53
Saudi Arabia,2020,AS,6.406499863,1.334328532,0,0.759818137,0.548477471,0.087440684,0.163322315,53
Malaysia,2020,AS,5.384300232,1.168421626,0,0.788511872,0.596941531,0.274886161,0.062163133,51
Greece,2020,EU,5.514999866,1.128070116,0,0.979431748,0.173516348,0,0.048844352,50
Armenia,2020,AS,4.676799774,0.808262408,0,0.77585727,0.378075808,0.107225738,0.104618184,49
Jordan,2020,AS,4.633399963,0.785179198,0,0.777624726,0.424855083,0.091494769,0.151878625,49
Slovakia,2020,EU,6.280600071,1.194837689,0,0.853465259,0.423542529,0.116729774,0.011291441,49
Belarus,2020,EU,5.539899826,1.018854499,0,0.75258857,0.290755868,0.08993306,0.193607435,47
Croatia,2020,EU,5.504700184,1.109024286,0,0.900575578,0.381456882,0.113998979,0.012325006,47
Montenegro,2020,EU,5.54610014,1.010150075,0,0.839028895,0.303223848,0.14901033,0.098435111,45
Senegal,2020,AF,4.980800152,0.504061818,0,0.518391907,0.352400899,0.164397135,0.081865937,45
Bulgaria,2020,EU,5.101500034,1.046554685,0,0.777776897,0.417820066,0.103833713,0,44
Hungary,2020,EU,6.000400066,1.164307117,0,0.806793869,0.386401802,0.070491239,0.027548173,44
Jamaica,2020,SA,5.889800072,0.779058397,0,0.788434088,0.553124607,0.116268493,0.030147785,44
Romania,2020,EU,6.123700142,1.120401621,0,0.79229486,0.534852326,0.068181619,0.000829569,44
South Africa,2020,AF,4.814099789,0.902140439,0,0.407034069,0.43478182,0.126406848,0.05950214,44
Tunisia,2020,AF,4.392199993,0.874742687,0,0.781156719,0.235860556,0.055881143,0.043899573,44
Ghana,2020,AF,5.147999763,0.575862467,0,0.432162255,0.477290064,0.261291206,0.056570381,43
Argentina,2020,SA,5.974699974,1.028465629,0,0.849773705,0.520840347,0.070100471,0.060415059,42
Bahrain,2020,AS,6.227300167,1.296692252,0,0.838836372,0.610399902,0.287453711,0.126697257,42
China,2020,AS,5.123899937,0.990533412,0,0.867248535,0.601605117,0.079021044,0.117255554,42
Kuwait,2020,AS,6.102099895,1.424833655,0,0.776468933,0.570261419,0.132751092,0.112814933,42
Benin,2020,AF,5.21600008,0.366244704,0,0.328062952,0.40583989,0.196670428,0.125931874,41
Burkina Faso,2020,AF,4.768700123,0.302467644,0,0.312833875,0.322398156,0.186390609,0.126408055,40
India,2020,AS,3.573299885,0.730576158,0,0.54057014,0.581142247,0.237072483,0.105587982,40
Morocco,2020,AF,5.094799995,0.75862211,0,0.745096922,0.450054139,0.040032551,0.077385604,40
Turkey,2020,AS,5.131800175,1.127169251,0,0.781335294,0.25440076,0.085885569,0.120983243,40
Colombia,2020,SA,6.163400173,0.93220371,0,0.810020149,0.526890039,0.092374094,0.04584837,39
Ecuador,2020,SA,5.925199986,0.853383601,0,0.838837743,0.555234551,0.115006477,0.086753383,39
Brazil,2020,SA,6.375599861,0.952679873,0,0.766119063,0.483292729,0.131674588,0.106518604,38
Ethiopia,2020,AF,4.186200142,0.315125644,0,0.483846247,0.41256687,0.227698103,0.117437035,38
Kazakhstan,2020,AS,6.057899952,1.122594237,0,0.698788941,0.497432142,0.153713793,0.110463686,38
Peru,2020,SA,5.796800137,0.91854918,0,0.824444175,0.513210058,0.091611817,0.02703266,38
Serbia,2020,EU,5.77820015,0.988181829,0,0.828403294,0.395428419,0.15028289,0.059447147,38
Sri Lanka,2020,AS,4.327000141,0.897986948,0,0.792036712,0.528632462,0.252666146,0.049444564,38
Tanzania,2020,AF,3.476200104,0.457163125,0,0.442677855,0.509343088,0.27154091,0.203880861,38
Indonesia,2020,AS,5.285600185,0.891720712,0,0.610437036,0.568161428,0.542646527,0.038278613,37
Albania,2020,EU,4.882699966,0.906653047,0,0.846329629,0.461945891,0.171027765,0.025361285,36
Algeria,2020,AF,5.005099773,0.943856001,0,0.745418549,0.083943799,0.118915014,0.129190654,36
El Salvador,2020,SA,6.34829998,0.748940408,0,0.752730012,0.524043918,0.1189363,0.117030352,36
Kosovo,2020,EU,6.325200081,0.840481341,0,0.672709167,0.557280421,0.325286865,0.008559024,36
Thailand,2020,AS,5.998799801,1.007029295,0,0.793855846,0.609449804,0.376709014,0.031837862,36
Vietnam,2020,AS,5.353499889,0.718092382,0,0.819133997,0.650835574,0.136488721,0.089848459,36
Bosnia and Herzegovina,2020,EU,5.674099922,0.91839546,0,0.813928187,0.305365741,0.264005244,0.001172487,35
Mongolia,2020,AS,5.456200123,0.904872775,0,0.615788162,0.355703115,0.263885736,0.046533126,35
Panama,2020,SA,6.304800034,1.097667813,0,0.878546536,0.57984978,0.097207308,0.054230526,35
Moldova,2020,EU,5.607500076,0.707916796,0,0.713299453,0.389571488,0.174049184,0.014378744,34
Philippines,2020,AS,6.006000042,0.775120676,0,0.602189481,0.621915162,0.129260212,0.130385727,34
Egypt,2020,AF,4.151400089,0.875228941,0,0.596911311,0.373684734,0.068801254,0.095461793,33
Nepal,2020,AS,5.137199879,0.444050372,0,0.66887939,0.480608255,0.300971806,0.127502963,33
Sierra Leone,2020,AF,3.926399946,0.240560383,0,0.203953966,0.382027686,0.257647008,0.047940936,33
Ukraine,2020,EU,4.56069994,0.780434608,0,0.698674381,0.319423705,0.178551316,0.00965116,33
Zambia,2020,AF,3.759399891,0.536833763,0,0.36359334,0.49131754,0.250620902,0.086705238,33
Niger,2020,AF,4.909599781,0.108330332,0,0.298816353,0.435311615,0.208176896,0.137554765,32
Bolivia,2020,SA,5.747499943,0.730976343,0,0.662445664,0.5744645,0.138375074,0.072942637,31
Kenya,2020,AF,4.583000183,0.476413399,0,0.536312759,0.519180536,0.393902093,0.067201078,31
Kyrgyzstan,2020,AS,5.541500092,0.513180971,0,0.680645883,0.614617765,0.30137074,0.030466691,31
Mexico,2020,NA,6.465000153,1.024387479,0,0.831601024,0.553892553,0.083094485,0.083133668,31
Pakistan,2020,AS,5.69329977,0.616799474,0,0.469933242,0.405421734,0.228705063,0.122592121,31
Azerbaijan,2020,AS,5.164800167,0.990272701,0,0.731134057,0.467734724,0.040113214,0.247307181,30
Gabon,2020,AF,4.829299927,0.988044381,0,0.522574842,0.369459897,0.052013602,0.055804539,30
Malawi,2020,AF,3.538000107,0.176534727,0,0.446163297,0.487389833,0.213185057,0.131633952,30
Mali,2020,AF,4.729300022,0.352462649,0,0.234981522,0.377534449,0.16966705,0.062146276,30
Russia,2020,EU,5.546000004,1.126999617,0,0.68044591,0.399499595,0.099041916,0.045699362,30
Mauritania,2020,AF,4.374599934,0.539684892,0,0.425184816,0.185714483,0.128899664,0.122257635,29
Togo,2020,AF,4.187200069,0.268116266,0,0.342731178,0.303539038,0.200774252,0.114826456,29
Dominican Republic,2020,SA,5.689199924,0.983191848,0,0.741901696,0.5628739,0.112196781,0.115945682,28
Guinea,2020,SA,4.949299812,0.390007734,0,0.333655238,0.371878058,0.249490842,0.112204559,28
Liberia,2020,AF,4.557899952,0.174103007,0,0.392284274,0.405943096,0.226967871,0.051139876,28
Myanmar,2020,AS,4.308000088,0.67809093,0,0.495443076,0.597478867,0.569813728,0.187530354,28
Paraguay,2020,SA,5.692100048,0.897990823,0,0.735869646,0.586510062,0.204299241,0.065077379,28
Uganda,2020,AF,4.43200016,0.312337428,0,0.378311664,0.401682556,0.264807373,0.063818842,27
Bangladesh,2020,AS,4.832799911,0.556156278,0,0.694940507,0.604130566,0.176745117,0.176735908,26
Uzbekistan,2020,AS,6.257599831,0.696652949,0,0.716703713,0.693270326,0.363311023,0.280260265,26
Cameroon,2020,AF,5.084899902,0.503958046,0,0.270189553,0.439242482,0.198020101,0.054393422,25
Guatemala,2020,SA,6.398900032,0.753815711,0,0.705952585,0.613146722,0.170611665,0.0983603,25
Iran,2020,AS,4.672399998,1.029322505,0,0.749053836,0.301195472,0.27697894,0.142651513,25
Lebanon,2020,AS,4.771500111,0.889232516,0,0.788671136,0.18551667,0.158524141,0.021518147,25
Madagascar,2020,AF,4.165599823,0.244553208,0,0.500617027,0.192967549,0.191190064,0.076248638,25
Nigeria,2020,AF,4.724100113,0.645901859,0,0.167835936,0.435079455,0.221328124,0.047589935,25
Tajikistan,2020,AS,5.555699825,0.474874616,0,0.680594802,0.521141171,0.182417125,0.221779913,25
Honduras,2020,SA,5.953199863,0.598763585,0,0.791989982,0.568148077,0.256528199,0.086807102,24
Zimbabwe,2020,AF,3.299200058,0.425564021,0,0.375037611,0.37740472,0.151349187,0.080928579,24
Nicaragua,2020,SA,6.13710022,0.620033145,0,0.803093255,0.560117304,0.212871477,0.174084574,22
Cambodia,2020,AS,4.848400116,0.544634938,0,0.587904334,0.674940348,0.233342081,0.072837502,21
Chad,2020,AF,4.422699928,0.302287489,0,0.1087441,0.228601769,0.210805088,0.085755408,21
Iraq,2020,AS,4.784800053,0.982018709,0,0.529350698,0.283588052,0.153002068,0.073164992,21
Afghanistan,2020,AS,2.566900015,0.30070585,0,0.266051531,0,0.135234714,0.001225785,19
Burundi,2020,AF,3.775300026,0,0,0.295212835,0.275399059,0.187401786,0.212186828,19
Turkmenistan,2020,AS,5.119100094,1.008963585,0,0.612448037,0.515236676,0.323129326,0.03350389,19
Haiti,2020,SA,3.720799923,0.284734428,0,0.37436673,0.169297516,0.463909656,0.161935672,18
Libya,2020,AF,5.488800049,1.021913767,0,0.615626633,0.451354057,0.142757699,0.172258079,17
Venezuela,2020,SA,5.053199768,0.770238638,0,0.76702553,0.271717221,0.087179154,0.063624777,15
Yemen,2020,AS,3.527400017,0.392701775,0,0.41500017,0.243721485,0.094689012,0.087352127,15
